133,340
340,354
185,185
185,179
179,556
556,206
206,610
537,396
396,283
283,537
537,537
537,105
105,463
463,537
140,556
556,102
102,361
583,179
179,5
5,5
5,179
179,241
241,178
178,179
179,577
577,179
178,577
310,454
454,149
149,393
393,332
332,506
506,341
341,159
159,205
205,383
332,383
506,337
337,454
454,577
159,337
393,278
278,454
254,462
462,462
462,154
154,405
405,149
462,405
254,443
443,405
405,462
462,149
462,341
5,584
584,179
422,613
613,119
119,485
485,158
158,158
546,417
417,598
546,240
240,577
546,158
158,577
417,469
546,375
375,182
182,178
417,576
576,158
158,375
375,175
175,178
240,28
583,106
106,454
454,28
106,28
430,206
610,240
240,277
470,393
393,521
521,396
470,96
96,374
374,102
470,321
417,158
158,179
179,158
331,331
331,367
331,556
510,322
322,322
322,367
322,556
140,140
140,430
430,185
185,206
206,5
5,185
206,577
577,577
556,185
185,430
5,556
142,521
521,137
137,178
178,178
553,151
151,253
253,599
599,481
536,578
578,281
281,188
188,208
208,72
72,58
58,518
58,181
58,447
281,518
281,447
126,188
233,395
395,583
583,326
326,326
326,179
179,28
28,178
233,583
205,326
140,604
322,604
188,72
72,543
543,50
50,447
350,541
541,578
596,593
593,578
281,226
226,188
454,604
604,205
205,610
610,527
527,284
284,610
610,205
586,212
212,221
454,454
454,277
277,205
454,205
205,277
234,81
81,21
21,551
484,440
440,359
359,457
142,142
96,521
556,367
367,102
367,105
105,615
615,240
240,384
384,453
374,339
588,510
510,556
584,173
173,173
173,185
546,385
546,358
358,551
184,556
556,30
158,106
106,277
277,30
495,118
118,277
277,106
106,106
118,106
470,142
142,39
39,433
133,354
354,340
244,206
69,550
550,375
375,375
375,146
146,454
454,375
375,28
28,314
550,146
375,120
120,327
335,146
186,320
320,320
320,186
186,5
296,454
454,606
606,454
454,105
179,396
396,535
179,184
184,184
184,102
102,367
367,224
85,402
402,202
202,186
186,186
186,370
186,396
158,583
5,399
399,5
179,399
93,510
510,367
348,168
168,156
168,119
485,156
170,209
209,533
142,465
465,105
105,315
315,463
463,178
178,389
389,389
389,206
105,209
240,142
142,617
39,164
255,135
135,135
255,272
272,467
467,404
404,463
463,135
255,574
574,272
255,78
78,574
255,90
90,78
255,409
409,199
199,90
574,467
255,463
574,135
135,78
78,78
179,233
233,158
158,99
99,99
99,399
399,527
527,106
106,179
179,320
320,399
399,179
179,30
320,179
395,175
178,320
320,205
205,106
30,205
277,277
142,278
142,325
325,431
313,389
389,418
418,367
367,244
244,179
399,455
448,457
457,227
227,553
481,450
450,486
165,165
165,564
96,360
96,528
133,321
93,93
140,510
510,363
363,102
556,105
363,105
389,244
244,162
162,239
244,239
389,535
535,178
178,185
179,20
20,256
256,614
244,256
389,178
179,256
179,244
454,619
619,396
396,106
106,396
159,618
618,205
178,610
69,449
449,170
170,508
508,423
423,601
601,203
178,32
32,4
4,583
583,187
187,577
332,521
69,142
521,610
610,396
211,256
256,466
105,454
454,416
416,454
454,82
82,454
28,68
179,102
179,367
142,380
142,191
142,478
142,493
493,32
32,307
142,171
171,32
204,516
516,64
64,374
374,266
266,319
319,158
158,439
439,28
28,516
516,114
439,446
446,28
142,374
367,556
178,533
51,153
153,578
226,518
244,337
337,5
5,577
577,361
244,396
396,510
510,535
535,102
102,577
408,321
408,170
170,615
615,206
610,38
320,178
510,331
331,178
367,32
308,321
308,69
69,321
69,170
470,565
179,535
510,93
93,195
93,556
556,195
195,102
102,534
102,284
140,195
195,510
496,567
567,45
179,430
179,140
26,39
39,362
362,39
39,278
39,9
374,278
149,62
62,374
374,454
454,506
159,499
499,20
62,278
393,64
64,506
93,367
93,513
140,367
443,462
462,70
70,149
154,70
28,284
284,454
454,610
610,283
283,107
107,454
454,521
137,610
610,178
178,277
124,374
374,521
325,227
227,431
325,278
325,512
96,39
528,572
360,56
56,528
528,381
470,353
353,18
512,2
2,104
104,178
178,284
284,399
399,185
470,387
387,325
325,521
325,604
604,512
308,470
470,133
133,96
185,533
342,206
206,337
2,452
619,619
619,315
319,178
178,439
439,321
247,321
247,69
142,64
188,543
543,312
312,208
208,518
126,350
543,543
543,336
336,312
604,102
331,604
578,249
188,50
50,197
596,141
141,281
226,197
596,188
179,583
583,185
5,240
240,105
179,342
298,178
315,557
557,179
170,315
315,615
610,384
38,320
320,384
484,433
433,438
438,258
430,93
93,284
284,179
179,93
179,383
593,331
331,578
325,171
325,478
325,191
325,493
22,514
514,346
346,41
41,514
346,304
304,180
180,309
309,55
55,238
238,424
424,410
410,420
420,71
346,229
229,514
514,229
514,232
232,346
304,309
309,503
503,55
238,60
60,424
424,329
329,219
219,591
410,398
410,406
410,369
219,587
219,269
55,27
27,597
309,215
410,17
410,489
329,480
22,215
219,7
27,424
424,300
27,121
121,424
27,160
160,121
238,490
490,539
60,490
17,444
41,215
229,215
424,111
424,480
300,219
219,76
219,444
219,3
178,244
206,326
179,515
610,610
273,409
409,38
31,454
454,68
68,606
606,178
348,119
217,119
417,179
179,179
179,496
496,395
395,442
395,477
395,263
470,47
39,144
39,473
362,144
362,473
362,278
362,9
206,396
396,38
38,277
393,374
610,124
68,124
2,245
245,559
559,179
399,513
399,399
315,592
592,158
158,277
277,179
179,277
179,384
384,557
315,385
385,158
384,417
615,277
47,39
39,313
313,396
396,418
418,178
178,29
29,179
250,185
571,620
620,228
179,513
360,584
584,342
342,389
360,583
583,206
206,584
619,454
39,325
470,69
325,275
275,436
436,524
524,388
388,251
325,436
436,388
142,288
96,617
96,288
342,178
178,468
468,583
187,468
468,468
417,496
496,179
179,395
188,197
396,138
138,28
28,396
138,454
454,590
590,454
277,454
546,93
546,322
546,507
158,23
546,23
604,527
242,481
102,322
322,610
610,322
322,361
277,610
610,117
396,240
69,96
102,610
178,205
68,138
138,2
2,583
20,342
342,179
28,615
206,384
322,93
179,185
590,583
583,5
5,583
583,93
93,179
510,508
332,374
332,465
416,283
69,26
26,325
418,244
244,244
179,173
173,244
162,244
227,313
140,102
374,496
496,577
577,440
440,278
374,577
96,227
227,360
360,88
298,179
142,448
448,278
448,169
396,179
133,69
133,446
446,69
277,384
384,243
243,103
615,619
619,277
594,411
411,470
96,458
393,458
387,458
577,326
179,527
178,604
604,162
131,607
70,344
179,286
286,185
179,310
310,584
584,206
584,277
277,206
454,154
405,454
389,342
206,178
295,254
443,142
462,142
618,454
454,499
96,325
332,332
465,396
228,615
615,93
93,158
158,205
205,93
556,396
396,206
485,322
85,615
615,5
133,470
96,523
523,20
360,83
179,389
584,5
179,178
465,178
178,140
140,499
308,449
449,69
151,163
163,253
544,319
178,206
206,206
178,318
439,133
133,516
142,230
230,550
550,315
463,320
158,178
556,277
315,182
182,184
184,320
325,360
510,184
184,367
367,488
167,287
287,605
605,540
540,289
289,109
605,289
289,483
483,109
167,548
548,483
255,231
231,90
618,334
106,527
298,496
320,395
610,604
69,343
494,44
44,303
303,399
615,399
93,244
93,604
604,206
140,244
367,604
462,470
470,344
546,327
56,419
39,521
179,604
37,468
326,185
185,178
178,5
326,178
178,527
527,179
577,206
128,387
387,521
449,470
470,240
240,387
387,288
179,326
237,142
454,440
440,465
465,401
401,105
105,284
401,138
138,105
206,179
342,396
342,342
178,342
388,112
112,251
251,183
183,86
86,145
145,122
122,253
253,481
251,86
142,431
290,178
533,179
185,5
206,185
386,38
38,315
315,434
434,453
315,453
384,442
384,263
179,526
78,454
454,574
484,362
362,512
38,384
390,396
38,476
618,499
206,284
284,28
43,557
557,205
43,417
417,205
142,359
359,478
359,191
359,431
431,32
142,164
359,493
359,171
521,445
528,389
528,326
389,5
240,389
179,240
179,104
387,611
387,24
24,144
144,611
24,10
10,611
387,39
93,185
179,99
604,185
20,2
372,276
276,178
185,326
326,5
384,386
615,179
399,326
544,357
357,114
357,374
374,179
583,610
610,399
179,106
179,284
610,179
179,498
498,179
50,249
249,141
281,543
249,491
491,281
171,556
178,583
583,577
179,610
610,326
178,365
365,583
185,77
77,93
81,580
580,551
186,615
399,584
584,384
384,615
615,320
384,415
470,609
609,315
474,321
474,470
387,512
268,178
178,248
248,5
577,584
178,619
619,30
30,492
492,158
158,30
30,30
5,30
268,400
400,248
127,178
584,320
251,407
407,461
461,481
138,401
401,604
604,193
193,68
68,604
604,604
138,604
454,401
404,305
305,463
381,178
178,396
401,68
584,244
244,5
38,470
47,47
376,619
619,392
353,392
386,376
583,178
178,28
28,5
5,322
322,185
185,584
459,47
47,325
418,29
29,244
244,345
345,162
244,178
162,5
162,533
345,337
162,178
162,179
182,205
205,178
393,288
205,604
206,117
117,185
178,326
39,448
179,105
105,619
315,285
285,185
285,178
138,185
178,556
556,179
38,254
244,29
133,308
308,344
114,583
5,178
29,185
133,411
458,523
306,277
106,284
315,508
521,326
450,148
450,11
450,189
450,177
450,317
450,579
610,138
138,556
322,99
577,610
168,267
348,615
5,384
384,168
133,204
204,237
142,523
237,321
249,281
281,364
364,518
364,141
543,72
72,197
583,510
510,360
510,96
510,88
152,513
513,178
516,374
35,256
158,256
83,99
99,5
577,68
68,185
615,205
205,179
310,331
331,205
325,380
290,202
202,533
178,106
106,320
178,575
575,179
604,179
575,396
396,513
133,237
237,340
340,511
511,79
79,236
79,566
511,585
585,615
133,79
237,79
393,230
230,170
508,158
28,299
299,311
510,195
195,322
367,195
195,556
448,512
448,198
198,2
47,440
440,325
325,313
604,401
401,499
499,454
68,252
252,284
284,106
252,106
553,253
367,140
93,140
205,205
205,399
399,277
277,102
205,99
179,345
345,399
544,133
365,178
80,323
323,95
95,487
396,396
322,513
205,577
179,455
521,66
4,179
234,546
576,375
375,327
234,509
234,209
234,116
234,507
510,104
340,321
102,158
578,518
226,181
240,393
240,321
240,337
240,96
465,28
28,454
454,178
106,205
185,577
577,185
393,325
96,64
64,521
64,604
576,320
320,99
481,342
170,142
142,553
553,599
320,284
284,384
68,499
604,138
604,28
68,454
293,185
179,464
464,185
93,104
206,320
162,32
20,32
448,114
114,454
454,20
384,508
418,284
224,556
142,512
145,36
253,342
322,195
195,367
610,416
283,28
28,107
343,456
343,25
25,143
142,332
313,179
418,499
499,367
367,20
418,32
244,122
122,399
321,96
96,537
200,581
581,178
343,412
412,440
440,504
504,227
588,256
96,297
297,297
163,481
481,253
68,28
179,218
218,32
326,205
205,527
527,610
610,310
510,610
227,493
454,351
351,105
205,351
308,415
36,481
610,185
465,68
68,610
610,454
454,185
284,205
283,454
577,178
29,178
244,403
403,326
321,611
322,526
322,104
479,570
101,105
454,326
326,454
185,396
396,77
484,359
457,275
457,436
1,577
577,5
5,320
205,384
241,5
583,310
310,326
142,9
470,519
519,132
132,0
0,61
519,449
449,130
130,347
132,130
132,347
130,394
130,54
132,264
264,328
328,129
132,222
140,363
140,105
500,355
355,253
457,553
553,531
531,599
293,178
158,320
384,228
343,440
440,456
440,512
308,308
308,170
254,299
299,299
