299,589
88,178
584,396
179,418
171,179
68,92
92,604
454,73
73,454
610,361
554,298
556,556
325,523
530,96
546,83
99,179
546,182
33,158
158,185
556,326
209,326
592,178
72,301
301,518
541,596
301,50
50,518
72,518
72,50
126,518
518,583
583,538
188,518
543,518
513,240
244,399
399,577
354,69
620,234
106,384
384,349
349,615
179,352
352,513
513,399
546,615
5,184
184,584
99,184
184,5
234,228
93,384
140,100
167,536
247,555
365,93
508,496
496,384
496,205
205,395
240,270
270,500
355,481
481,425
419,500
481,599
521,185
360,179
583,396
396,532
68,123
123,179
417,178
106,30
326,396
326,389
454,337
442,501
253,253
615,158
158,384
29,604
186,277
277,331
5,277
447,178
393,10
10,137
297,560
592,205
205,619
619,178
380,451
451,246
374,178
178,278
470,415
138,577
247,441
441,69
69,393
69,414
75,509
75,209
75,607
75,131
443,393
462,393
96,616
26,616
26,360
140,5
185,284
554,508
508,271
271,178
56,225
210,161
99,185
454,399
83,158
179,195
320,93
93,320
186,399
244,77
244,378
378,534
205,5
5,106
106,584
584,205
395,592
619,106
170,346
216,216
178,399
604,610
381,179
367,293
399,496
69,387
39,456
62,332
326,342
508,178
178,158
484,260
604,337
604,158
158,337
521,178
499,310
577,488
620,583
583,320
320,5
5,173
173,5
173,179
173,178
178,20
367,206
162,488
488,32
313,105
313,556
389,488
188,336
336,208
469,115
115,205
205,396
396,370
282,115
178,240
240,318
38,106
162,105
162,556
340,133
604,396
396,454
454,608
608,102
171,30
171,505
505,513
513,453
453,379
513,379
547,74
74,65
547,97
74,373
373,97
354,142
619,435
435,137
619,583
583,435
240,354
142,435
240,104
326,527
527,178
206,277
140,178
178,2
452,583
583,583
206,399
342,250
75,426
521,106
521,521
521,179
521,205
468,179
430,179
179,322
133,343
508,396
359,332
332,530
530,550
550,508
93,106
610,106
393,360
56,88
133,393
96,332
332,325
227,278
96,278
470,38
38,393
495,306
306,106
5,430
64,39
584,584
28,20
185,310
29,284
525,578
124,521
179,76
140,184
184,363
510,105
105,240
240,453
387,10
93,322
308,133
133,170
423,203
93,454
454,93
93,395
546,432
507,83
430,363
363,67
67,326
326,102
102,179
430,326
178,413
413,178
527,413
44,15
15,399
401,123
123,20
583,521
521,206
178,584
384,554
96,324
96,359
359,500
500,172
151,599
179,166
166,20
206,361
577,507
546,228
170,186
185,184
184,185
195,195
381,326
326,610
610,403
56,179
93,326
170,139
139,368
170,261
261,139
338,179
338,244
226,447
205,454
179,68
604,77
77,28
604,284
122,481
133,357
68,293
577,318
39,383
96,113
113,113
113,28
28,105
105,316
50,72
141,197
325,64
64,530
325,34
34,278
266,292
330,292
481,522
522,450
486,277
393,473
350,536
536,596
600,178
178,77
244,584
454,138
322,315
205,38
205,583
583,38
178,93
619,310
310,619
619,99
62,362
325,39
313,418
185,205
556,5
138,590
62,64
465,341
465,337
325,528
470,462
341,454
417,271
327,396
596,578
38,5
488,488
185,122
122,179
186,279
279,585
194,402
96,431
315,12
609,12
354,321
437,108
325,338
281,181
257,460
460,569
569,460
460,235
235,134
134,497
360,528
528,178
510,140
433,472
472,479
600,77
162,224
224,239
224,32
224,105
122,218
389,274
448,478
448,191
448,431
448,493
556,363
470,516
516,325
247,470
462,62
618,28
5,104
104,105
482,178
176,95
615,326
485,612
567,30
30,487
302,106
5,604
454,77
77,610
102,396
396,361
178,487
487,5
30,80
80,158
268,196
196,487
555,568
470,343
583,584
142,458
458,521
604,584
277,577
584,326
326,206
485,395
395,168
615,106
320,533
284,533
529,384
417,6
320,583
541,518
596,518
593,518
471,583
325,169
325,211
454,396
536,181
615,99
99,326
326,99
99,384
550,23
23,428
428,576
99,284
284,583
374,413
413,23
374,412
412,413
32,399
263,442
320,366
230,152
152,610
477,501
69,207
207,315
207,561
96,473
96,448
448,362
362,360
577,173
168,168
543,301
32,32
241,184
578,596
604,454
454,193
28,206
384,454
220,319
319,179
470,544
544,340
340,319
544,321
138,5
179,584
299,142
443,299
308,142
583,102
396,326
178,102
396,284
244,577
577,244
340,220
462,387
387,64
387,278
610,59
244,102
513,104
465,185
178,138
463,206
484,104
104,206
484,337
484,158
343,278
343,206
584,577
385,277
615,102
69,484
484,523
165,179
179,582
178,351
178,83
83,351
556,361
244,8
448,13
448,421
448,25
224,202
202,185
179,533
533,178
419,288
205,608
608,117
277,430
140,2
526,505
384,446
446,415
296,185
545,600
526,102
102,337
337,28
102,102
102,28
399,515
399,59
38,38
38,608
608,38
332,39
228,209
326,173
158,326
228,385
166,367
122,20
313,122
239,367
142,170
170,136
136,508
508,179
320,206
315,437
437,508
508,206
508,240
40,143
227,325
610,40
142,13
433,98
142,227
227,213
227,171
604,104
308,311
270,457
457,278
457,499
367,499
499,166
166,32
367,595
28,610
610,5
178,496
395,89
89,533
533,577
577,399
308,152
308,387
308,299
299,458
458,10
140,224
227,391
325,391
610,206
206,454
227,523
470,28
28,96
610,284
277,556
96,362
362,528
224,5
5,513
513,105
543,541
454,310
310,28
320,326
470,437
437,393
396,604
284,326
470,357
357,39
322,224
224,367
485,447
485,518
249,596
226,596
446,319
158,28
28,158
205,320
96,10
440,227
313,178
313,363
363,389
93,224
331,185
451,431
521,538
310,149
39,356
39,171
171,429
429,147
171,147
604,332
19,561
39,435
284,577
375,89
375,615
615,178
384,89
247,474
387,297
38,387
188,447
188,181
556,535
535,179
371,488
326,455
244,185
239,166
218,166
448,64
105,416
454,214
214,28
412,506
604,431
452,106
556,106
452,326
578,181
45,277
513,38
106,185
399,104
104,28
596,226
226,281
471,387
240,343
440,39
39,475
39,259
39,265
39,288
39,617
205,288
137,240
178,186
186,106
472,570
479,479
479,179
179,570
472,258
440,114
49,5
105,509
509,320
583,399
185,76
543,126
513,318
556,604
151,481
376,376
280,520
64,278
63,46
46,84
84,382
382,84
84,563
250,326
577,615
615,333
333,333
320,106
106,178
448,332
332,604
49,583
5,93
93,583
106,513
513,185
586,343
343,16
16,221
313,224
224,389
122,326
389,179
104,104
227,200
441,321
417,385
385,385
442,573
188,312
312,48
48,72
577,337
158,556
313,499
396,178
179,510
465,140
68,5
178,91
247,393
408,308
270,113
113,105
133,220
321,158
158,219
219,179
577,53
53,277
277,337
5,326
53,240
240,366
366,583
583,337
337,583
240,179
320,577
577,366
5,206
185,337
178,337
577,57
57,240
53,558
57,583
583,77
77,326
57,326
577,603
185,277
277,5
583,240
179,192
577,558
393,616
616,179
179,538
538,99
99,57
278,240
104,320
179,219
219,326
337,219
393,456
456,158
99,158
158,366
366,326
99,366
366,558
366,427
536,518
93,331
510,513
142,589
360,435
137,318
465,326
610,513
604,278
278,38
38,28
28,320
577,470
470,170
104,322
85,554
85,508
142,338
142,211
320,559
559,342
343,383
383,374
194,85
584,496
448,380
448,171
93,99
99,604
396,5
179,602
384,209
209,384
384,315
315,517
517,42
42,6
6,185
6,577
298,576
170,463
296,604
604,20
5,396
253,450
498,5
393,201
201,168
168,517
393,553
553,201
348,517
517,168
178,375
284,277
326,337
284,337
583,454
244,455
162,371
371,244
218,218
371,32
549,542
542,454
224,361
184,322
322,320
102,277
133,270
270,278
133,87
87,278
270,360
244,326
465,284
596,181
596,447
72,593
142,456
325,456
142,125
179,32
393,9
393,223
94,157
94,174
319,77
513,93
38,205
205,28
64,465
465,618
380,377
106,610
604,345
96,604
487,262
262,502
502,178
487,277
487,577
130,190
130,552
552,190
375,417
556,320
320,102
508,576
457,500
413,452
452,178
326,171
171,452
178,171
413,171
498,376
376,446
556,162
556,239
556,399
556,455
332,10
225,617
225,288
362,454
321,38
396,556
140,124
124,530
384,376
619,18
386,615
96,465
465,138
596,281
612,179
179,117
117,179
485,117
227,211
102,370
102,510
513,556
26,521
577,403
403,205
521,577
93,527
393,506
172,599
541,249
536,249
158,193
124,523
367,322
396,32
291,397
397,384
454,150
150,454
68,205
294,258
52,258
485,529
529,562
529,110
110,529
326,556
556,610
171,2
64,198
45,487
387,360
14,313
179,499
313,32
244,32
535,396
389,239
30,179
179,337
155,321
310,440
440,24
381,610
553,481
